Date,insider_all,insider_liquid,SPY,QQQ
2023-11-20,1.0,1.0,2.0865098655327485,2.883918351206617
2023-11-21,1.0,1.0,2.081962041099911,2.8671644120445703
2023-11-22,1.0,1.0,2.090000440762148,2.878899629688794
2023-11-24,1.0,1.0,2.091286190341974,2.874840669150669
2023-11-27,1.0,1.0,2.087520138770483,2.8723309651296045
2023-11-28,1.0,1.0,2.089586791286365,2.879859848351362
2023-11-29,1.0,1.0,2.088117052507531,2.877054023513004
2023-11-30,1.0,1.0,2.0963387164310334,2.869821489949975
2023-12-01,1.0,1.0,2.1087406613520034,2.878014242175573
2023-12-04,1.0,1.0,2.0976711520014666,2.8512963180786155
2023-12-05,1.0,1.0,2.097257647513232,2.858455164699474
2023-12-06,1.0,1.0,2.088806323312954,2.841922744046809
2023-12-07,1.0,1.0,2.104744369553543,2.88163085221924
2023-12-08,1.0,1.0,2.1137928974659657,2.894472975886067
2023-12-11,1.0,1.0,2.1220148513645647,2.919198377605765
2023-12-12,1.0,1.0,2.131706689029546,2.9424470655433956
2023-12-13,1.0,1.0,2.161103059469253,2.979867445887015
2023-12-14,1.0,1.0,2.1680388288253805,2.9772840549237802
2023-12-15,1.0,1.0,2.164469090394517,2.991676121631974
2023-12-18,1.0,1.0,2.176644564764778,3.010519383098417
2023-12-19,1.0,1.0,2.1898803330769954,3.0259021043800756
2023-12-20,1.0,1.0,2.159534874145008,2.980938423804274
2023-12-21,1.0,1.0,2.1800110306526874,3.01562254710587
2023-12-22,1.0,1.0,2.1843924093798828,3.0201341560030417
2023-12-26,1.0,1.0,2.193615937263308,3.038622942086187
2023-12-27,1.0,1.0,2.1975822166392356,3.0448080683997945
2023-12-28,1.0,1.0,2.198412415341771,3.0433283796790684
2023-12-29,1.0,1.0,2.192048041914161,3.0301574108696983
2024-01-02,1.0,1.0,2.1797805004506214,2.9788806816179503
2024-01-03,1.0,1.0,2.161978929249556,2.947359604635234
2024-01-04,1.0,1.0,2.1550150323090254,2.932190850095592
2024-01-05,1.0,1.0,2.1579666888207645,2.935668553388025
2024-01-08,1.0,1.0,2.1887736431195295,2.996342885022287
2024-01-09,1.0,1.0,2.1854532832720333,3.002262555270932
2024-01-10,1.0,1.0,2.19781289182885,3.0226104491745502
2024-01-11,1.0,1.0,2.196844085029978,3.0288996983412244
2024-01-12,1.0,1.0,2.198366309301358,3.0304537605284265
2024-01-16,1.0,1.0,2.1902957224033606,3.030157410869698
2024-01-17,1.0,1.0,2.1781202480330997,3.0130654729076953
2024-01-18,1.0,1.0,2.1974900045584094,3.055832733387375
2024-01-19,1.0,1.0,2.2248840969537547,3.116433149238031
2024-01-22,1.0,1.0,2.229588362951391,3.1205033230064867
2024-01-23,1.0,1.0,2.236090909512692,3.133451400257863
2024-01-24,1.0,1.0,2.238535399579885,3.150839916720029
2024-01-25,1.0,1.0,2.250710438987501,3.154687885454797
2024-01-26,1.0,1.0,2.247851429519234,3.13589313837264
2024-01-29,1.0,1.0,2.2656527107452025,3.1680059993070726
2024-01-30,1.0,1.0,2.2639003912344022,3.1469182610430915
2024-01-31,1.0,1.0,2.2269595937100934,3.085282566539085
2024-02-01,1.0,1.0,2.2561064405788844,3.121612975126314
2024-02-02,1.0,1.0,2.2798571408687436,3.1743700796230945
2024-02-05,1.0,1.0,2.271556168756229,3.1702262189124686
2024-02-06,1.0,1.0,2.278151072385905,3.163862825120754
2024-02-07,1.0,1.0,2.2971516906128118,3.1964196384396915
2024-02-08,1.0,1.0,2.298166168489452,3.2023393086883365
2024-02-09,1.0,1.0,2.311448187829631,3.2338599279881826
2024-02-12,1.0,1.0,2.310433564965442,3.2212072850297937
2024-02-13,1.0,1.0,2.278611987802489,3.1709662921142665
2024-02-14,1.0,1.0,2.2993191094748795,3.2055208911634763
2024-02-15,1.0,1.0,2.315183792015943,3.215065867430331
2024-02-16,1.0,1.0,2.3036542371741127,3.1859126127787856
2024-02-20,1.0,1.0,2.290971596359306,3.1618650393904812
2024-02-21,1.0,1.0,2.293046948128096,3.149212167590657
2024-02-22,1.0,1.0,2.340502822617595,3.2414075762076355
2024-02-23,1.0,1.0,2.3421168240071557,3.231862599940781
2024-02-26,1.0,1.0,2.3335386357019674,3.2301602485034966
2024-02-27,1.0,1.0,2.3378739083887488,3.237929872915202
2024-02-28,1.0,1.0,2.334784223730867,3.220689188020247
2024-02-29,1.0,1.0,2.3431776978993057,3.2482886093260253
2024-03-01,1.0,1.0,2.3651760786783647,3.297197745088037
2024-03-04,1.0,1.0,2.3626393765303453,3.2854330068986584
2024-03-05,1.0,1.0,2.3390268493741773,3.22646056901881
2024-03-06,1.0,1.0,2.350879436473997,3.246734775980258
2024-03-07,1.0,1.0,2.3742154723752336,3.29601440602604
2024-03-08,1.0,1.0,2.359964501248634,3.2484366697346716
2024-03-11,1.0,1.0,2.3579354005078055,3.236375810727999
2024-03-12,1.0,1.0,2.383300682137419,3.282769063750194
2024-03-13,1.0,1.0,2.379564932963558,3.257537693617022
2024-03-14,1.0,1.0,2.374861246916116,3.2493248033451176
2024-03-15,1.0,1.0,2.3585536274144787,3.210700259368888
2024-03-18,1.0,1.0,2.372571023600494,3.2413222183522645
2024-03-19,1.0,1.0,2.3857559012831984,3.249397803762982
2024-03-20,1.0,1.0,2.4078221362349406,3.2879250901292045
2024-03-21,1.0,1.0,2.415779052894938,3.303484019316053
2024-03-22,1.0,1.0,2.411199621176534,3.3072633356202275
2024-03-25,1.0,1.0,2.404538023274562,3.295260602338124
2024-03-26,1.0,1.0,2.4000967646898492,3.2845910992581473
2024-03-27,1.0,1.0,2.4202667074951614,3.2957782416647996
2024-03-28,1.0,1.0,2.4198040522279958,3.289703416923013
2024-04-01,1.0,1.0,2.41559419377064,3.296668206006727
2024-04-02,1.0,1.0,2.4002355177737345,3.2682170368787182
2024-04-03,1.0,1.0,2.4028722613301974,3.2755520914047667
2024-04-04,1.0,1.0,2.3735425851627867,3.2254667106652515
2024-04-05,1.0,1.0,2.3983385006895612,3.263475442339057
2024-04-08,1.0,1.0,2.399680070475548,3.264438178257414
2024-04-09,1.0,1.0,2.402456002078542,3.2765152850059938
2024-04-10,1.0,1.0,2.3783998130240582,3.2479162843107736
2024-04-11,1.0,1.0,2.3963495614996595,3.2997797630026615
2024-04-12,1.0,1.0,2.363272247179413,3.2471752957432343
2024-04-15,1.0,1.0,2.3336652098317807,3.1937556952912267
2024-04-16,1.0,1.0,2.329408955358915,3.1940520449499554
2024-04-17,1.0,1.0,2.3156229593002564,3.1550808061992286
2024-04-18,1.0,1.0,2.3108579435198116,3.137076248593203
2024-04-19,1.0,1.0,2.2906880007144994,3.0721729272343787
2024-04-22,1.0,1.0,2.3117831090665937,3.103068809415823
2024-04-23,1.0,1.0,2.339216348100025,3.1493751026925993
2024-04-24,1.0,1.0,2.338106033453847,3.160044376931141
2024-04-25,1.0,1.0,2.3292238062595185,3.144781568561586
2024-04-26,1.0,1.0,2.351290766149003,3.1933115140652863
2024-04-29,1.0,1.0,2.3596175460451456,3.206277440948617
2024-04-30,1.0,1.0,2.322238596149363,3.1458191356292895
2024-05-01,1.0,1.0,2.3146977937534725,3.1230729834836035
2024-05-02,1.0,1.0,2.336347914441108,3.1629341865762584
2024-05-03,1.0,1.0,2.3653080173474703,3.226503820050085
2024-05-06,1.0,1.0,2.3897342146256477,3.261845404795332
2024-05-07,1.0,1.0,2.392370958182111,3.262363730646313
2024-05-08,1.0,1.0,2.3926023583094684,3.260437572285294
2024-05-09,1.0,1.0,2.406388354368127,3.2675499640947843
2024-05-10,1.0,1.0,2.409487753191756,3.2752557417460384
2024-05-13,1.0,1.0,2.409811220412391,3.2828130013057746
2024-05-14,1.0,1.0,2.4208676808835654,3.303928887066299
2024-05-15,1.0,1.0,2.450846031342828,3.3555699318830636
2024-05-16,1.0,1.0,2.4458030744319674,3.348753889732302
2024-05-17,1.0,1.0,2.449319022482349,3.347124081030011
2024-05-20,1.0,1.0,2.452141060125756,3.3704620171274136
2024-05-21,1.0,1.0,2.4581551436362643,3.3770565407687934
2024-05-22,1.0,1.0,2.4510771414950883,3.3763890103019887
2024-05-23,1.0,1.0,2.4331740790100946,3.361200804240345
